window,true_label,true_activity,predicted,dominant_freq_hz,acf_step_freq_hz,steps_in_window,step_rate_per_min,mag_mean,mag_std,mag_rms,wavelet_A4,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1,reason
557,R,Clapping,Brisk Walking,3.137,3.333,4,94.1,11.0442,1.8186,11.1929,0,0,0,0.0129,0.002,Step freq ~3.33 Hz
558,R,Clapping,Brisk Walking,2.353,3.333,5,117.6,10.4391,1.1362,10.5008,0,0,0,0.0048,0.0011,Step freq ~3.33 Hz
559,R,Clapping,Brisk Walking,3.137,2.857,6,141.2,10.8734,1.7819,11.0184,0,0,0,0.0121,0.0044,Step freq ~3.14 Hz
560,R,Clapping,Running (fast),3.529,1.667,5,117.6,10.7489,1.5372,10.8583,0,0,0,0.007,0.0014,"Step freq ~3.53 Hz, high cadence"
561,R,Clapping,Brisk Walking,1.569,1.667,4,94.1,10.6917,1.6901,10.8245,0,0,0,0.0049,0.0021,Step freq ~1.67 Hz
562,R,Clapping,Brisk Walking,1.569,1.667,4,94.1,10.5219,1.5129,10.6301,0,0,0,0.0072,0.0015,Step freq ~1.67 Hz
563,R,Clapping,Brisk Walking,1.569,1.667,4,94.1,10.2985,1.2804,10.3778,0,0,0,0.0036,0.0017,Step freq ~1.67 Hz
564,R,Clapping,Brisk Walking,1.569,1.667,3,70.6,11.3335,3.3351,11.814,0,0,0,0.0118,0.0136,Step freq ~1.67 Hz
565,R,Clapping,Brisk Walking,1.569,1.538,3,70.6,10.3121,1.8331,10.4738,0,0,0,0.01,0.0011,Step freq ~1.57 Hz
566,R,Clapping,Running (fast),5.098,1.667,4,94.1,10.2112,1.647,10.3432,0,0,0,0.0116,0.001,"Step freq ~5.10 Hz, high cadence"
567,E,Standing,Sitting,1.176,1.25,3,70.6,9.845,0.1342,9.846,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
568,E,Standing,Sitting,3.529,1.667,5,117.6,9.8263,0.0837,9.8266,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
569,E,Standing,Sitting,3.922,4.0,4,94.1,9.8376,0.2132,9.8399,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
570,E,Standing,Sitting,1.961,1.818,4,94.1,9.8461,0.2316,9.8488,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
571,E,Standing,Sitting,4.314,4.0,5,117.6,9.832,0.0838,9.8324,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
572,E,Standing,Sitting,3.137,3.333,5,117.6,9.8307,0.0563,9.8308,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
573,E,Standing,Sitting,2.745,3.333,4,94.1,9.8293,0.0613,9.8295,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
574,E,Standing,Sitting,2.745,1.176,5,117.6,9.8239,0.054,9.824,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
575,E,Standing,Sitting,3.529,4.0,4,94.1,9.8256,0.0239,9.8256,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
576,E,Standing,Sitting,2.353,4.0,6,141.2,9.8372,0.058,9.8374,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
577,E,Standing,Sitting,0.784,4.0,4,94.1,9.8338,0.0546,9.8339,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
578,E,Standing,Sitting,2.745,2.857,5,117.6,9.838,0.1182,9.8388,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
579,E,Standing,Sitting,3.922,4.0,4,94.1,9.8389,0.1106,9.8395,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
580,E,Standing,Sitting,1.569,1.667,5,117.6,9.8395,0.0775,9.8398,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
581,E,Standing,Sitting,4.314,4.0,4,94.1,9.8278,0.0466,9.8279,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
582,E,Standing,Sitting,1.961,2.222,5,117.6,9.8284,0.0264,9.8284,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
583,E,Standing,Sitting,4.314,4.0,5,117.6,9.835,0.0323,9.835,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
584,E,Standing,Sitting,4.314,4.0,4,94.1,9.8348,0.0413,9.8349,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
585,E,Standing,Sitting,1.569,2.5,6,141.2,9.8331,0.0506,9.8333,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
586,E,Standing,Sitting,1.569,1.538,5,117.6,9.8296,0.0285,9.8297,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
587,E,Standing,Sitting,1.176,4.0,4,94.1,9.8238,0.018,9.8238,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
588,E,Standing,Sitting,2.353,2.5,6,141.2,9.8281,0.0228,9.8282,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
589,E,Standing,Sitting,4.314,2.222,5,117.6,9.8288,0.0178,9.8289,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
590,E,Standing,Sitting,3.137,3.333,6,141.2,9.8289,0.0259,9.8289,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
591,E,Standing,Sitting,0.392,2.5,5,117.6,9.8254,0.0264,9.8254,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
592,E,Standing,Sitting,4.706,2.5,5,117.6,9.8313,0.0487,9.8314,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
593,E,Standing,Sitting,3.922,3.333,5,117.6,9.8259,0.0214,9.826,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
594,E,Standing,Sitting,0.784,0.909,4,94.1,9.8301,0.0239,9.8301,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
595,E,Standing,Sitting,2.353,2.222,6,141.2,9.8337,0.0178,9.8337,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
596,E,Standing,Sitting,1.961,2.0,4,94.1,9.8363,0.0224,9.8363,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
597,E,Standing,Sitting,3.529,4.0,5,117.6,9.833,0.0587,9.8331,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
598,E,Standing,Sitting,3.922,3.333,6,141.2,9.8284,0.1241,9.8292,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
599,E,Standing,Sitting,3.922,4.0,5,117.6,9.8331,0.0701,9.8333,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
600,E,Standing,Sitting,3.922,4.0,6,141.2,9.8302,0.0345,9.8303,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
601,E,Standing,Sitting,1.961,1.818,5,117.6,9.8334,0.0534,9.8336,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
602,E,Standing,Sitting,4.314,4.0,4,94.1,9.8339,0.0603,9.8341,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
603,E,Standing,Sitting,3.137,2.857,4,94.1,9.832,0.0814,9.8323,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
604,E,Standing,Sitting,3.529,3.333,5,117.6,9.8237,0.1487,9.8248,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
605,E,Standing,Sitting,3.529,3.333,5,117.6,9.826,0.0731,9.8263,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
606,E,Standing,Sitting,3.922,4.0,6,141.2,9.829,0.1192,9.8297,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
607,E,Standing,Sitting,0.392,4.0,6,141.2,9.8196,0.0247,9.8196,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
608,E,Standing,Sitting,0.784,0.741,4,94.1,9.8284,0.0263,9.8284,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
609,E,Standing,Sitting,1.569,1.667,5,117.6,9.8293,0.0221,9.8293,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
610,E,Standing,Sitting,4.314,4.0,2,47.1,9.8414,0.13,9.8423,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
611,E,Standing,Sitting,3.137,2.857,6,141.2,9.8151,0.1128,9.8157,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
612,E,Standing,Sitting,3.922,4.0,4,94.1,9.8321,0.3942,9.84,0,0,0,0.0008,0.0002,"Very low variance, near-gravity magnitude"
613,E,Standing,Sitting,3.922,4.0,2,47.1,9.8523,0.3083,9.8571,0,0,0,0.001,0.0,"Very low variance, near-gravity magnitude"
614,E,Standing,Sitting,3.529,3.333,4,94.1,9.8228,0.1301,9.8237,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
615,E,Standing,Sitting,3.529,1.818,5,117.6,9.8263,0.0652,9.8265,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
616,E,Standing,Sitting,1.176,1.25,3,70.6,9.8298,0.039,9.8299,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
617,E,Standing,Sitting,4.706,2.222,5,117.6,9.8316,0.074,9.8319,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
618,E,Standing,Sitting,4.706,4.0,5,117.6,9.8328,0.0587,9.833,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
619,E,Standing,Sitting,2.353,2.0,5,117.6,9.8321,0.0415,9.8322,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
620,E,Standing,Sitting,1.961,2.0,5,117.6,9.8321,0.0251,9.8321,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
621,E,Standing,Sitting,3.922,4.0,5,117.6,9.8328,0.0279,9.8328,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
622,E,Standing,Sitting,1.961,2.5,4,94.1,9.8256,0.0217,9.8256,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
623,E,Standing,Sitting,1.569,1.538,4,94.1,9.8302,0.0178,9.8302,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
624,E,Standing,Sitting,4.314,2.222,4,94.1,9.8353,0.0575,9.8354,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
625,E,Standing,Sitting,4.314,4.0,4,94.1,9.8361,0.0512,9.8362,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
626,E,Standing,Sitting,2.353,2.222,5,117.6,9.8281,0.0285,9.8281,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
627,E,Standing,Sitting,2.745,2.222,6,141.2,9.8287,0.0257,9.8287,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
628,E,Standing,Sitting,3.137,1.667,4,94.1,9.8312,0.0241,9.8313,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
629,E,Standing,Sitting,3.529,4.0,4,94.1,9.8238,0.1506,9.825,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
630,E,Standing,Sitting,1.961,2.0,5,117.6,9.834,0.0687,9.8342,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
631,E,Standing,Sitting,2.353,2.222,4,94.1,9.8329,0.0306,9.8329,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
632,E,Standing,Sitting,1.961,2.857,5,117.6,9.7994,0.1017,9.7999,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
633,E,Standing,Sitting,3.529,3.333,4,94.1,9.8277,0.1015,9.8282,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
634,E,Standing,Sitting,1.961,1.818,4,94.1,9.8253,0.0667,9.8255,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
635,E,Standing,Sitting,3.137,1.538,5,117.6,9.8315,0.0301,9.8315,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
636,E,Standing,Sitting,3.137,3.333,5,117.6,9.8242,0.0284,9.8242,0,0,0,0.0,0.0,"Very low variance, near-gravity magnitude"
637,H,Soup,Running (fast),0.784,4.0,4,94.1,10.2331,1.3796,10.3257,0,0,0,0.0037,0.0008,"Step freq ~4.00 Hz, high cadence"
638,H,Soup,Brisk Walking,1.569,1.667,3,70.6,9.7732,0.8404,9.8093,0,0,0,0.0021,0.0001,Step freq ~1.67 Hz
639,H,Soup,Walking,0.392,0.0,3,70.6,9.9082,0.5446,9.9232,0,0,0,0.0001,0.0,Step freq ~0.39 Hz
640,H,Soup,Brisk Walking,0.784,2.222,5,117.6,9.7728,0.6664,9.7955,0,0,0,0.0016,0.0,Step freq ~2.22 Hz
641,H,Soup,Walking,0.784,0.0,4,94.1,9.8565,0.7874,9.8879,0,0,0,0.0009,0.0,Step freq ~0.78 Hz
642,H,Soup,Walking,0.784,0.0,5,117.6,9.8198,0.7943,9.8519,0,0,0,0.0012,0.0,Step freq ~0.78 Hz
643,H,Soup,Sitting,0.392,0.87,5,117.6,9.8627,0.3743,9.8698,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
644,H,Soup,Sitting,2.353,2.0,2,47.1,9.8452,0.3834,9.8526,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
645,H,Soup,Sitting,1.569,0.769,4,94.1,9.7955,0.3346,9.8013,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
646,H,Soup,Sitting,1.961,2.0,4,94.1,9.7693,0.4491,9.7796,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
647,H,Soup,Brisk Walking,2.745,2.5,6,141.2,10.0038,0.6594,10.0255,0,0,0,0.0023,0.0,Step freq ~2.75 Hz
648,H,Soup,Sitting,0.784,0.952,2,47.1,9.7499,0.4999,9.7628,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
649,H,Soup,Brisk Walking,0.784,2.857,5,117.6,9.8551,0.5743,9.8718,0,0,0,0.0009,0.0,Step freq ~2.86 Hz
650,H,Soup,Brisk Walking,1.569,1.538,3,70.6,9.9062,0.7433,9.934,0,0,0,0.0004,0.0,Step freq ~1.57 Hz
651,H,Soup,Walking,0.392,0.526,3,70.6,9.7673,0.5546,9.783,0,0,0,0.0005,0.0,Step freq ~0.53 Hz
652,H,Soup,Sitting,0.392,0.0,3,70.6,9.9815,0.3854,9.989,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
653,H,Soup,Brisk Walking,1.569,1.667,4,94.1,9.7133,0.5514,9.7289,0,0,0,0.0004,0.0,Step freq ~1.67 Hz
654,H,Soup,Brisk Walking,1.569,1.538,2,47.1,9.6865,0.9413,9.7322,0,0,0,0.0018,0.0,Step freq ~1.57 Hz
655,H,Soup,Brisk Walking,2.353,2.5,4,94.1,9.9496,0.5173,9.963,0,0,0,0.0005,0.0,Step freq ~2.50 Hz
656,H,Soup,Walking,1.176,1.25,3,70.6,9.7986,0.8049,9.8316,0,0,0,0.0009,0.0,Step freq ~1.25 Hz
657,H,Soup,Brisk Walking,2.353,2.5,4,94.1,10.0399,0.6716,10.0623,0,0,0,0.0007,0.0001,Step freq ~2.50 Hz
658,H,Soup,Walking,0.784,0.87,4,94.1,9.6623,0.7625,9.6924,0,0,0,0.0005,0.0001,Step freq ~0.87 Hz
659,H,Soup,Walking,1.176,0.909,2,47.1,9.8004,0.7349,9.8279,0,0,0,0.0011,0.0,Step freq ~1.18 Hz
660,H,Soup,Sitting,0.392,2.222,3,70.6,9.8777,0.4356,9.8872,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
661,H,Soup,Walking,0.784,0.0,4,94.1,9.8664,0.6241,9.8861,0,0,0,0.0012,0.0001,Step freq ~0.78 Hz
662,H,Soup,Walking,1.176,1.111,2,47.1,9.8468,1.3349,9.9369,0,0,0,0.0025,0.0001,Step freq ~1.18 Hz
663,H,Soup,Sitting,1.176,1.111,4,94.1,9.7804,0.4776,9.792,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
664,H,Soup,Brisk Walking,2.745,0.714,3,70.6,9.974,0.6089,9.9926,0,0,0,0.0004,0.0001,Step freq ~2.75 Hz
665,H,Soup,Walking,1.176,0.909,3,70.6,9.7628,0.968,9.8106,0,0,0,0.0006,0.0002,Step freq ~1.18 Hz
666,H,Soup,Brisk Walking,1.961,2.222,5,117.6,9.8618,0.5971,9.8799,0,0,0,0.0008,0.0,Step freq ~2.22 Hz
667,H,Soup,Walking,0.784,1.25,3,70.6,9.9823,0.709,10.0075,0,0,0,0.0005,0.0001,Step freq ~1.25 Hz
668,H,Soup,Brisk Walking,1.961,2.0,4,94.1,9.7165,0.7226,9.7433,0,0,0,0.0005,0.0,Step freq ~2.00 Hz
669,H,Soup,Walking,0.392,0.645,3,70.6,9.8297,0.7295,9.8567,0,0,0,0.0006,0.0,Step freq ~0.65 Hz
670,H,Soup,Walking,0.784,0.0,4,94.1,9.8207,0.8407,9.8566,0,0,0,0.0002,0.0,Step freq ~0.78 Hz
671,H,Soup,Walking,0.784,0.87,4,94.1,9.8506,0.664,9.873,0,0,0,0.0005,0.0,Step freq ~0.87 Hz
672,H,Soup,Walking,1.176,1.111,3,70.6,9.7995,1.0111,9.8515,0,0,0,0.0017,0.0004,Step freq ~1.18 Hz
673,H,Soup,Walking,0.784,0.588,4,94.1,9.9459,0.7878,9.9771,0,0,0,0.0009,0.0001,Step freq ~0.78 Hz
674,H,Soup,Walking,1.176,1.053,3,70.6,9.9361,0.9664,9.983,0,0,0,0.0011,0.0,Step freq ~1.18 Hz
675,H,Soup,Walking,0.784,0.87,3,70.6,9.8857,0.847,9.9219,0,0,0,0.0004,0.0,Step freq ~0.87 Hz
676,H,Soup,Brisk Walking,1.961,1.053,4,94.1,9.7446,0.8036,9.7777,0,0,0,0.0005,0.0,Step freq ~1.96 Hz
677,H,Soup,Walking,1.176,1.25,2,47.1,9.8226,0.863,9.8604,0,0,0,0.0008,0.0,Step freq ~1.25 Hz
678,H,Soup,Walking,0.784,0.909,3,70.6,9.8464,0.7559,9.8753,0,0,0,0.0005,0.0,Step freq ~0.91 Hz
679,H,Soup,Brisk Walking,1.961,1.667,4,94.1,9.9303,1.108,9.9919,0,0,0,0.0007,0.0001,Step freq ~1.96 Hz
680,H,Soup,Brisk Walking,2.353,2.222,5,117.6,9.8142,0.5933,9.8321,0,0,0,0.0012,0.0,Step freq ~2.35 Hz
681,H,Soup,Walking,1.176,0.909,3,70.6,9.7388,0.5338,9.7534,0,0,0,0.0006,0.0,Step freq ~1.18 Hz
682,H,Soup,Walking,0.784,0.69,3,70.6,9.9045,0.8035,9.9371,0,0,0,0.0008,0.0,Step freq ~0.78 Hz
683,H,Soup,Brisk Walking,1.569,1.538,4,94.1,9.9007,0.6789,9.9239,0,0,0,0.0003,0.0,Step freq ~1.57 Hz
684,H,Soup,Walking,1.176,1.053,3,70.6,9.7805,0.6676,9.8033,0,0,0,0.0001,0.0,Step freq ~1.18 Hz
685,H,Soup,Sitting,0.392,2.857,4,94.1,9.7482,0.4465,9.7584,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
686,H,Soup,Walking,0.784,0.667,4,94.1,9.9808,0.6434,10.0015,0,0,0,0.0002,0.0,Step freq ~0.78 Hz
687,H,Soup,Walking,1.176,0.0,3,70.6,9.8121,0.502,9.8249,0,0,0,0.0001,0.0,Step freq ~1.18 Hz
688,H,Soup,Brisk Walking,2.353,2.222,4,94.1,9.7976,0.7263,9.8245,0,0,0,0.0011,0.0,Step freq ~2.35 Hz
689,H,Soup,Brisk Walking,1.569,1.538,3,70.6,9.7937,0.7388,9.8215,0,0,0,0.0005,0.0,Step freq ~1.57 Hz
690,H,Soup,Sitting,1.961,1.538,5,117.6,9.9249,0.3512,9.9312,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
691,H,Soup,Walking,1.176,1.0,3,70.6,9.8196,0.8379,9.8553,0,0,0,0.0004,0.0,Step freq ~1.18 Hz
692,H,Soup,Brisk Walking,0.392,2.857,5,117.6,9.7316,0.7243,9.7586,0,0,0,0.0012,0.0,Step freq ~2.86 Hz
693,H,Soup,Brisk Walking,1.569,1.818,4,94.1,9.9989,0.9388,10.0429,0,0,0,0.0004,0.0,Step freq ~1.82 Hz
694,H,Soup,Brisk Walking,1.569,0.8,3,70.6,9.9961,0.8498,10.0322,0,0,0,0.0011,0.0001,Step freq ~1.57 Hz
695,H,Soup,Brisk Walking,1.569,0.769,2,47.1,9.9517,0.9872,10.0006,0,0,0,0.0012,0.0,Step freq ~1.57 Hz
696,H,Soup,Walking,0.784,0.87,3,70.6,9.6844,0.7269,9.7116,0,0,0,0.0007,0.0,Step freq ~0.87 Hz
697,H,Soup,Walking,0.784,0.87,3,70.6,9.7128,0.6507,9.7345,0,0,0,0.0005,0.0,Step freq ~0.87 Hz
698,H,Soup,Sitting,0.392,0.0,2,47.1,9.9334,0.4995,9.9459,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
699,H,Soup,Brisk Walking,1.569,0.952,3,70.6,9.8717,1.1495,9.9384,0,0,0,0.0006,0.0,Step freq ~1.57 Hz
700,H,Soup,Walking,0.784,0.625,4,94.1,9.935,0.625,9.9546,0,0,0,0.0004,0.0,Step freq ~0.78 Hz
701,H,Soup,Walking,0.392,1.25,4,94.1,9.7222,0.6411,9.7433,0,0,0,0.0004,0.0,Step freq ~1.25 Hz
702,H,Soup,Walking,1.176,1.333,4,94.1,9.7966,0.8499,9.8334,0,0,0,0.0005,0.0,Step freq ~1.33 Hz
703,H,Soup,Brisk Walking,0.392,2.5,3,70.6,9.8226,0.5886,9.8402,0,0,0,0.0003,0.0,Step freq ~2.50 Hz
704,H,Soup,Walking,0.392,0.0,4,94.1,9.7658,0.5956,9.7839,0,0,0,0.0006,0.0,Step freq ~0.39 Hz
705,H,Soup,Walking,0.784,0.625,5,117.6,9.9116,0.9201,9.9543,0,0,0,0.0006,0.0001,Step freq ~0.78 Hz
706,H,Soup,Walking,0.392,0.606,3,70.6,9.8464,0.7392,9.8741,0,0,0,0.0002,0.0,Step freq ~0.61 Hz
707,H,Soup,Walking,0.784,0.87,3,70.6,10.0755,0.8666,10.1127,0,0,0,0.0019,0.0006,Step freq ~0.87 Hz
708,J,Pasta,Brisk Walking,1.569,1.538,5,117.6,9.9838,0.8401,10.019,0,0,0,0.0014,0.0001,Step freq ~1.57 Hz
709,J,Pasta,Brisk Walking,2.745,2.5,5,117.6,9.9465,0.6503,9.9678,0,0,0,0.0019,0.0001,Step freq ~2.75 Hz
710,J,Pasta,Walking,0.784,0.667,4,94.1,9.6377,0.5556,9.6537,0,0,0,0.0007,0.0,Step freq ~0.78 Hz
711,J,Pasta,Brisk Walking,1.569,1.429,4,94.1,9.9305,0.5705,9.9469,0,0,0,0.0012,0.0001,Step freq ~1.57 Hz
712,J,Pasta,Walking,1.176,0.909,4,94.1,9.8446,0.8865,9.8845,0,0,0,0.0013,0.0001,Step freq ~1.18 Hz
713,J,Pasta,Brisk Walking,2.745,2.857,4,94.1,9.825,0.5478,9.8403,0,0,0,0.0008,0.0,Step freq ~2.86 Hz
714,J,Pasta,Sitting,1.569,1.538,4,94.1,9.7865,0.349,9.7927,0,0,0,0.0003,0.0,"Very low variance, near-gravity magnitude"
715,J,Pasta,Brisk Walking,1.569,1.538,3,70.6,9.8862,0.6624,9.9084,0,0,0,0.0007,0.0,Step freq ~1.57 Hz
716,J,Pasta,Brisk Walking,2.353,2.5,4,94.1,9.7805,0.7462,9.8089,0,0,0,0.0017,0.0,Step freq ~2.50 Hz
717,J,Pasta,Sitting,2.353,2.5,5,117.6,9.8395,0.3872,9.8471,0,0,0,0.0004,0.0,"Very low variance, near-gravity magnitude"
718,J,Pasta,Brisk Walking,1.961,1.818,3,70.6,9.9019,0.5277,9.9159,0,0,0,0.0008,0.0,Step freq ~1.96 Hz
719,J,Pasta,Brisk Walking,1.569,1.667,3,70.6,9.7927,0.6465,9.814,0,0,0,0.0002,0.0,Step freq ~1.67 Hz
720,J,Pasta,Sitting,1.176,1.176,5,117.6,9.818,0.3176,9.8232,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
721,J,Pasta,Sitting,1.176,1.25,3,70.6,9.9413,0.4998,9.9539,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
722,J,Pasta,Brisk Walking,1.569,1.818,4,94.1,9.8414,0.5503,9.8568,0,0,0,0.0006,0.0002,Step freq ~1.82 Hz
723,J,Pasta,Walking,1.176,1.053,3,70.6,9.8278,0.6357,9.8484,0,0,0,0.0003,0.0,Step freq ~1.18 Hz
724,J,Pasta,Brisk Walking,1.961,1.0,3,70.6,9.8542,0.8553,9.8912,0,0,0,0.0007,0.0,Step freq ~1.96 Hz
725,J,Pasta,Sitting,2.353,1.429,5,117.6,9.8238,0.3995,9.8319,0,0,0,0.0005,0.0,"Very low variance, near-gravity magnitude"
726,J,Pasta,Sitting,1.176,2.857,5,117.6,9.8997,0.3848,9.9072,0,0,0,0.0001,0.0,"Very low variance, near-gravity magnitude"
727,J,Pasta,Walking,0.784,0.909,3,70.6,9.7228,0.5304,9.7373,0,0,0,0.0004,0.0,Step freq ~0.91 Hz
728,J,Pasta,Sitting,1.176,1.25,4,94.1,9.8425,0.4831,9.8543,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
729,J,Pasta,Sitting,1.176,1.538,5,117.6,9.8587,0.4046,9.867,0,0,0,0.0002,0.0,"Very low variance, near-gravity magnitude"
730,J,Pasta,Walking,1.176,0.0,2,47.1,9.8311,0.6002,9.8494,0,0,0,0.0009,0.0,Step freq ~1.18 Hz
731,J,Pasta,Walking,1.176,1.176,4,94.1,9.9113,0.6676,9.9338,0,0,0,0.0006,0.0,Step freq ~1.18 Hz
732,J,Pasta,Sitting,1.961,2.5,6,141.2,9.8008,0.3824,9.8083,0,0,0,0.0003,0.0001,"Very low variance, near-gravity magnitude"
733,J,Pasta,Brisk Walking,2.353,2.5,5,117.6,9.9431,1.1014,10.0039,0,0,0,0.0011,0.0001,Step freq ~2.50 Hz
734,J,Pasta,Brisk Walking,1.176,1.538,4,94.1,9.7564,0.7201,9.783,0,0,0,0.0013,0.0002,Step freq ~1.54 Hz
735,J,Pasta,Brisk Walking,2.353,1.25,4,94.1,9.8183,0.791,9.8501,0,0,0,0.0017,0.0001,Step freq ~2.35 Hz
736,J,Pasta,Walking,1.176,1.176,4,94.1,9.8542,0.589,9.8718,0,0,0,0.0005,0.0,Step freq ~1.18 Hz
737,J,Pasta,Brisk Walking,2.353,2.5,4,94.1,9.8235,0.7349,9.851,0,0,0,0.0019,0.0,Step freq ~2.50 Hz
738,J,Pasta,Walking,1.176,1.25,6,141.2,9.8791,0.6026,9.8975,0,0,0,0.0008,0.0001,Step freq ~1.25 Hz
739,J,Pasta,Brisk Walking,1.569,1.429,4,94.1,9.7817,0.6437,9.8028,0,0,0,0.0008,0.0,Step freq ~1.57 Hz
740,J,Pasta,Brisk Walking,1.961,2.222,5,117.6,9.9378,1.0227,9.9903,0,0,0,0.0044,0.0001,Step freq ~2.22 Hz
741,J,Pasta,Walking,1.176,0.0,3,70.6,9.7847,0.6974,9.8095,0,0,0,0.0008,0.0001,Step freq ~1.18 Hz
742,J,Pasta,Sitting,1.176,1.429,4,94.1,9.8012,0.4327,9.8108,0,0,0,0.0006,0.0,"Very low variance, near-gravity magnitude"
743,J,Pasta,Brisk Walking,2.353,2.222,3,70.6,9.8477,1.071,9.9057,0,0,0,0.0029,0.0001,Step freq ~2.35 Hz
744,J,Pasta,Brisk Walking,1.569,1.333,3,70.6,9.9527,0.7556,9.9814,0,0,0,0.0013,0.0001,Step freq ~1.57 Hz
